row_id,feature_period_start,target_period_start,split,product_id,product_slug,category_slug,min_price_usd,weight_kg,volume_cm3,origin_count,supplier_count,max_supplier_rating,product_views,search_impressions,quote_requests,saved_quotes,order_count,ordered_qty,gmv_bdt,cancelled_orders,delivered_orders,on_time_delivery_count,defect_count,ordered_qty_lag_1,ordered_qty_lag_2,ordered_qty_lag_3,ordered_qty_trailing_mean_3,gmv_trailing_mean_3,quote_to_order_rate,target_next_month_order_qty,target_next_month_gmv_bdt,target_next_month_trend,feature_source,label_source,is_synthetic,simulation_version,simulation_seed
trend-1-2024-02-01,2024-02-01,2024-03-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1810,1134,73,53,34,82,194617.50,2,32,28,2,76,151,126,117.6667,280620.10,0.465753,124,288531.13,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-03-01,2024-03-01,2024-04-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1733,1371,118,74,45,124,288531.13,3,42,34,2,82,76,151,103.0000,246237.82,0.381356,65,159587.41,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-04-01,2024-04-01,2024-05-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1273,585,85,60,29,65,159587.41,2,27,22,2,124,82,76,94.0000,220958.19,0.341176,107,258563.06,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-05-01,2024-05-01,2024-06-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1951,838,114,83,40,107,258563.06,3,37,31,2,65,124,82,90.3333,214245.35,0.350877,121,291752.08,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-06-01,2024-06-01,2024-07-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,917,506,82,58,41,121,291752.08,3,38,33,2,107,65,124,98.6667,235560.53,0.500000,104,254236.40,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-07-01,2024-07-01,2024-08-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,2032,1293,80,57,40,104,254236.40,4,36,29,2,121,107,65,97.6667,236634.18,0.500000,99,241254.38,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-08-01,2024-08-01,2024-09-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,989,552,75,54,36,99,241254.38,3,33,26,2,104,121,107,110.6667,268183.85,0.480000,82,203479.06,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-09-01,2024-09-01,2024-10-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1595,1014,88,63,31,82,203479.06,3,28,24,2,99,104,121,108.0000,262414.29,0.352273,101,249703.59,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-10-01,2024-10-01,2024-11-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,951,549,90,69,42,101,249703.59,3,39,34,2,82,99,104,95.0000,232989.95,0.466667,135,316076.44,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-11-01,2024-11-01,2024-12-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1711,866,141,94,52,135,316076.44,5,47,38,3,101,82,99,94.0000,231479.01,0.368794,141,345726.25,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2024-12-01,2024-12-01,2025-01-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1695,1252,117,86,52,141,345726.25,4,48,42,3,135,101,82,106.0000,256419.70,0.444444,93,214736.70,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-01-01,2025-01-01,2025-02-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,2187,1199,98,74,39,93,214736.70,3,36,32,2,141,135,101,125.6667,303835.43,0.397959,77,180636.18,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-02-01,2025-02-01,2025-03-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1188,959,115,64,33,77,180636.18,3,30,24,2,93,141,135,123.0000,292179.80,0.286957,117,280713.97,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-03-01,2025-03-01,2025-04-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1604,745,89,58,41,117,280713.97,3,38,33,2,77,93,141,103.6667,247033.04,0.460674,110,262098.94,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-04-01,2025-04-01,2025-05-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,3261,1846,117,78,43,110,262098.94,3,40,32,2,117,77,93,95.6667,225362.28,0.367521,96,223405.21,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-05-01,2025-05-01,2025-06-01,train,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1564,885,100,66,40,96,223405.21,3,37,30,2,110,117,77,101.3333,241149.70,0.400000,83,196639.65,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-06-01,2025-06-01,2025-07-01,purge,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1294,616,73,49,34,83,196639.65,3,31,27,2,96,110,117,107.6667,255406.04,0.465753,142,338494.76,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-07-01,2025-07-01,2025-08-01,validation,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1164,697,114,85,48,142,338494.76,3,45,40,2,83,96,110,96.3333,227381.27,0.421053,128,297291.83,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-08-01,2025-08-01,2025-09-01,validation,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1985,1279,138,94,47,128,297291.83,3,44,38,2,142,83,96,107.0000,252846.54,0.340580,102,238165.07,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-09-01,2025-09-01,2025-10-01,validation,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1803,1001,148,80,48,102,238165.07,4,44,38,2,128,142,83,117.6667,277475.41,0.324324,111,278110.09,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-10-01,2025-10-01,2025-11-01,validation,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1360,811,126,81,46,111,278110.09,4,42,37,2,102,128,142,124.0000,291317.22,0.365079,104,249778.54,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-11-01,2025-11-01,2025-12-01,validation,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,988,757,96,61,43,104,249778.54,4,39,33,2,111,102,128,113.6667,271189.00,0.447917,166,389973.74,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2025-12-01,2025-12-01,2026-01-01,purge,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,2812,1979,137,102,62,166,389973.74,6,56,45,3,104,111,102,105.6667,255351.24,0.452555,102,240376.04,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-01-01,2026-01-01,2026-02-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1766,934,90,62,38,102,240376.04,4,34,27,2,166,104,111,127.0000,305954.12,0.422222,124,303146.52,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-02-01,2026-02-01,2026-03-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1258,792,124,82,53,124,303146.52,3,50,45,2,102,166,104,124.0000,293376.11,0.427419,92,221872.62,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-03-01,2026-03-01,2026-04-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1171,665,84,54,38,92,221872.62,3,35,30,2,124,102,166,130.6667,311165.43,0.452381,90,224848.62,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-04-01,2026-04-01,2026-05-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1422,1021,118,69,38,90,224848.62,3,35,30,2,92,124,102,106.0000,255131.73,0.322034,138,329800.85,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-05-01,2026-05-01,2026-06-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,1485,974,154,86,56,138,329800.85,4,52,45,3,90,92,124,102.0000,249955.92,0.363636,164,377031.10,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-1-2026-06-01,2026-06-01,2026-07-01,test,1,iphone-14,phones,19.70,0.200,83.496,3,6,4.80,2406,1199,162,99,63,164,377031.10,5,58,47,4,138,90,92,106.6667,258840.70,0.388889,116,278171.11,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-04-01,2023-04-01,2023-05-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1125,605,90,59,38,59,248436.30,4,34,32,1,61,36,64,53.6667,215934.71,0.422222,79,328259.37,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-05-01,2023-05-01,2023-06-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1147,677,112,86,44,79,328259.37,5,39,34,1,59,61,36,52.0000,209267.73,0.392857,52,210593.68,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-06-01,2023-06-01,2023-07-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,920,493,90,53,31,52,210593.68,3,28,25,2,79,59,61,66.3333,272473.69,0.344444,45,188063.75,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-07-01,2023-07-01,2023-08-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,836,609,71,43,28,45,188063.75,3,25,24,1,52,79,59,63.3333,262429.78,0.394366,50,215040.94,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-08-01,2023-08-01,2023-09-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,840,619,67,43,28,50,215040.94,3,25,22,1,45,52,79,58.6667,242305.60,0.417910,61,243692.18,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-09-01,2023-09-01,2023-10-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1376,1091,68,53,33,61,243692.18,4,29,28,1,50,45,52,49.0000,204566.12,0.485294,60,241574.19,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-10-01,2023-10-01,2023-11-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1373,750,65,51,34,60,241574.19,3,31,28,2,61,50,45,52.0000,215598.96,0.523077,80,313452.13,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-11-01,2023-11-01,2023-12-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1809,1362,132,72,43,80,313452.13,5,38,35,2,60,61,50,57.0000,233435.77,0.325758,64,265096.33,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2023-12-01,2023-12-01,2024-01-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1809,1137,95,53,33,64,265096.33,4,29,27,1,80,60,61,67.0000,266239.50,0.347368,52,217987.87,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-01-01,2024-01-01,2024-02-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1047,530,78,45,27,52,217987.87,2,25,23,1,64,80,60,68.0000,273374.22,0.346154,63,248516.82,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-02-01,2024-02-01,2024-03-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1419,989,106,62,34,63,248516.82,4,30,27,1,52,64,80,65.3333,265512.11,0.320755,51,206998.95,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-03-01,2024-03-01,2024-04-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1108,628,98,55,29,51,206998.95,2,27,24,1,63,52,64,59.6667,243867.01,0.295918,58,238646.29,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-04-01,2024-04-01,2024-05-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1137,853,76,57,32,58,238646.29,3,29,28,2,51,63,52,55.3333,224501.22,0.421053,66,273063.22,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-05-01,2024-05-01,2024-06-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1444,1101,123,77,38,66,273063.22,5,33,30,2,58,51,63,57.3333,231387.36,0.308943,65,268074.21,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-06-01,2024-06-01,2024-07-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,822,369,86,67,44,65,268074.21,6,38,36,2,66,58,51,58.3333,239569.49,0.511628,59,241804.08,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-07-01,2024-07-01,2024-08-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1496,875,85,53,35,59,241804.08,3,32,30,2,65,66,58,63.0000,259927.91,0.411765,58,231552.33,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-08-01,2024-08-01,2024-09-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1423,931,82,52,31,58,231552.33,3,28,27,1,59,65,66,63.3333,260980.51,0.378049,65,256812.18,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-09-01,2024-09-01,2024-10-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1218,623,84,55,34,65,256812.18,3,31,29,1,58,59,65,60.6667,247143.54,0.404762,68,274400.08,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-10-01,2024-10-01,2024-11-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,3157,1670,120,78,39,68,274400.08,4,35,34,2,65,58,59,60.6667,243389.53,0.325000,72,289354.39,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-11-01,2024-11-01,2024-12-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1047,718,98,76,42,72,289354.39,5,37,33,2,68,65,58,63.6667,254254.86,0.428571,58,223998.91,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2024-12-01,2024-12-01,2025-01-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1278,636,79,53,35,58,223998.91,4,31,29,2,72,68,65,68.3333,273522.22,0.443038,62,260743.21,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-01-01,2025-01-01,2025-02-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,835,671,64,48,32,62,260743.21,3,29,28,1,58,72,68,66.0000,262584.46,0.500000,52,209876.71,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-02-01,2025-02-01,2025-03-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,2216,1215,93,60,30,52,209876.71,3,27,26,1,62,58,72,64.0000,258032.17,0.322581,57,242632.56,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-03-01,2025-03-01,2025-04-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,797,356,83,50,36,57,242632.56,4,32,28,2,52,62,58,57.3333,231539.61,0.433735,68,280496.08,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-04-01,2025-04-01,2025-05-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,949,748,76,56,33,68,280496.08,4,29,26,2,57,52,62,57.0000,237750.83,0.434211,69,290637.99,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-05-01,2025-05-01,2025-06-01,train,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1924,1190,88,68,37,69,290637.99,5,32,28,2,68,57,52,59.0000,244335.12,0.420455,68,273213.66,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-06-01,2025-06-01,2025-07-01,purge,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,757,350,78,54,37,68,273213.66,3,34,30,2,69,68,57,64.6667,271255.54,0.474359,61,242103.42,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-07-01,2025-07-01,2025-08-01,validation,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1038,622,73,57,33,61,242103.42,3,30,28,2,68,69,68,68.3333,281449.24,0.452055,36,152923.17,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-08-01,2025-08-01,2025-09-01,validation,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,693,316,48,38,21,36,152923.17,2,19,18,1,61,68,69,66.0000,268651.69,0.437500,68,276458.41,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-09-01,2025-09-01,2025-10-01,validation,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1482,701,88,62,36,68,276458.41,3,33,30,2,36,61,68,55.0000,222746.75,0.409091,53,213342.77,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-10-01,2025-10-01,2025-11-01,validation,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1270,825,88,57,33,53,213342.77,4,29,25,1,68,36,61,55.0000,223828.33,0.375000,70,276278.71,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-11-01,2025-11-01,2025-12-01,validation,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1160,876,88,61,42,70,276278.71,5,37,34,1,53,68,36,52.3333,214241.45,0.477273,68,272988.40,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2025-12-01,2025-12-01,2026-01-01,purge,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1714,1027,92,60,40,68,272988.40,4,36,33,2,70,53,68,63.6667,255359.96,0.434783,53,207299.54,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-01-01,2026-01-01,2026-02-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1643,905,75,54,30,53,207299.54,4,26,23,1,68,70,53,63.6667,254203.29,0.400000,53,215451.16,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-02-01,2026-02-01,2026-03-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,789,589,72,42,30,53,215451.16,3,27,26,1,53,68,70,63.6667,252188.88,0.416667,67,285702.57,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-03-01,2026-03-01,2026-04-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1504,1026,103,59,37,67,285702.57,4,33,29,2,53,53,68,58.0000,231913.03,0.359223,88,351711.58,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-04-01,2026-04-01,2026-05-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,2040,1282,146,84,47,88,351711.58,5,42,40,2,67,53,53,57.6667,236151.09,0.321918,65,255970.13,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-05-01,2026-05-01,2026-06-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1236,830,111,64,36,65,255970.13,3,33,29,2,88,67,53,69.3333,284288.44,0.324324,62,240810.76,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-2-2026-06-01,2026-06-01,2026-07-01,test,2,rtx-4070,pc-components,33.30,1.100,1138.368,3,6,4.80,1753,751,87,65,32,62,240810.76,4,28,27,1,65,88,67,73.3333,297794.76,0.367816,66,274423.42,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-04-01,2023-04-01,2023-05-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1202,865,122,66,43,113,274337.11,4,39,33,2,81,66,68,71.6667,173684.07,0.352459,113,274470.64,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-05-01,2023-05-01,2023-06-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1234,987,121,77,46,113,274470.64,4,42,36,1,113,81,66,86.6667,209663.34,0.380165,90,212834.74,DOWN,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-06-01,2023-06-01,2023-07-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,838,489,80,56,35,90,212834.74,4,31,25,1,113,113,81,102.3333,249048.81,0.437500,99,241131.53,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-07-01,2023-07-01,2023-08-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1540,1149,82,62,42,99,241131.53,5,37,32,1,90,113,113,105.3333,253880.83,0.512195,100,246786.09,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-08-01,2023-08-01,2023-09-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1728,800,88,55,35,100,246786.09,3,32,28,1,99,90,113,100.6667,242812.31,0.397727,94,217385.95,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-09-01,2023-09-01,2023-10-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1476,995,80,52,37,94,217385.95,3,34,27,2,100,99,90,96.3333,233584.12,0.462500,89,218000.94,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-10-01,2023-10-01,2023-11-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,2829,2299,125,71,35,89,218000.94,4,31,26,1,94,100,99,97.6667,235101.19,0.280000,95,235097.60,STABLE,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
trend-3-2023-11-01,2023-11-01,2023-12-01,train,3,xiaomi-powerbank-20k,electronics,20.00,0.430,301.563,3,6,4.80,1781,973,134,77,39,95,235097.60,4,35,30,1,89,94,100,94.3333,227390.99,0.291045,136,330161.79,UP,synthetic_simulation,synthetic_simulation,1,synthetic-demand-v1,20260730
